db_file,table_name,id,zh,en,vi
lang_multi_text.db,MultiText,STNPC_JKYYDST_2_2,如果是需要采集矿物和植物，为修复自己提供材料的话，造个工程车明显比造这些熊蜂效率高吧？,"If it just needs to gather minerals and plants to repair itself, a construction rig would be far more efficient than these Flora Drones.","Nếu là cần khai thác khoáng sản và thực vật để cung cấp vật liệu sửa chữa bản thân, thì chế tạo Xe công trình rõ ràng hiệu quả hơn tạo ra đám Ong Nghệ này chứ?"
lang_multi_text.db,MultiText,STNPC_JKYYDST_2_3,你太小看隧群了……挖矿和采集植物只是它们功能的冰山一角。,"Think too little of the Exoswarm, you do... Mining and harvesting are just the tip of the iceberg.",Cậu quá coi thường Toại Quần rồi... Đào khoáng và thu thập thực vật chỉ là bề nổi trong chức năng của chúng thôi.
lang_multi_text.db,MultiText,STNPC_JKYYDST_2_4,比如莳植熊蜂，它除了采集植物，还能在这个过程中帮助植物授粉和播种。,These Flora Drones do not just harvest plants. They pollinate and seed as they work.,"Ví dụ như Ong Nghệ Gieo Trồng, ngoài thu thập thực vật, nó còn có thể giúp thực vật thụ phấn và gieo hạt trong quá trình đó."
lang_multi_text.db,MultiText,STNPC_JKYYDST_2_5,前辈的意思是，隧群除了表面的功能，还能起到它的动物原型在生态链中的作用！,"You mean, beyond their surface function, they also take on the same ecological role as their biological counterparts?!","Ý của tiền bối là, Toại Quần ngoài chức năng bề nổi, còn có thể đóng vai trò trong chuỗi sinh thái giống như nguyên mẫu động vật của nó sao!"
lang_multi_text.db,MultiText,STNPC_JKYYDST_2_6,是的，如果只从人类的角度，它们在你眼中就只会是一辆辆效率低下的货车。,"Correct. Through a human lens, they may look like nothing but slow, inefficient carriers.","Đúng vậy, nếu chỉ nhìn từ góc độ con người, trong mắt cậu chúng chỉ là những chiếc xe chở hàng hiệu suất thấp."
lang_multi_text.db,MultiText,STNPC_JKYYDST_2_7,你要跳出人类中心主义，想想作为造物主应该给一个千疮百孔的世界带去什么。,But you must step outside that bias. Ask yourself what a true creator would bring to a broken world.,"Cậu phải thoát khỏi chủ nghĩa trung tâm con người, hãy nghĩ xem với tư cách là đấng tạo hóa thì nên mang đến điều gì cho một thế giới đầy thương tích."
lang_multi_text.db,MultiText,STNPC_JKYYDST_3_1,为什么营地不能穿红色的衣服？,Why can't we wear red in camp?,Tại sao trong trại không được mặc quần áo màu đỏ?
lang_multi_text.db,MultiText,STNPC_JKYYDST_3_2,不听你就做好被隧群顶屁股的准备吧。,"Go ahead, but only if you don't mind an Exoswarm using your backside for target practice.",Không nghe thì cậu cứ chuẩn bị tinh thần bị Toại Quần húc vào mông đi.
lang_multi_text.db,MultiText,STNPC_JKYYDST_4_1,……营地守则第十一条，不要穿红色的衣服。,"...Camp Rule number eleven, don't wear anything red.","...Quy tắc trại điều 11, không được mặc quần áo màu đỏ."
lang_multi_text.db,MultiText,STNPC_JKYYDST_4_2,为什么？研究员就不配有穿衣自由了吗？,"Why? So we value freedom of thought, but not freedom of color?",Tại sao? Nghiên cứu viên không xứng đáng có tự do ăn mặc sao?
lang_multi_text.db,MultiText,STNPC_JKYYDST_4_3,想被重工铁蹄的牛角顶屁股的话，你可以穿穿看。,Be my guest. Let me know how you enjoy an ironhoof's horns up your rear.,"Nếu muốn bị sừng của Thiết Đề Trọng Công húc vào mông, thì cậu cứ mặc thử xem."
lang_multi_text.db,MultiText,STNPC_JKYYDST_5_1,我们跟上这只机麋，看看到底什么情况……,Let's follow that mech reindeer and see what it's up to...,"Chúng ta đi theo con Tuần Lộc Máy này, xem rốt cuộc là tình hình gì..."
lang_multi_text.db,MultiText,STNPC_JKYYDST_5_2,它采的这块衍光矿里好像有个日灵！,"Look, it's mining that Luxite ore... there's a Soliskin trapped inside!",Trong khối Quặng Diễn Quang mà nó khai thác hình như có một Nhật Linh!
lang_multi_text.db,MultiText,STNPC_JKYYDST_6_1,这只机麋一路上的衍光矿都不闻不问，千里迢迢跑来采集这一块，会是什么原因呢……,"It ignored every Luxite vein along the way, trekking all this way just for this one deposit… Why?","Con Hươu Cơ Khí này đi qua bao nhiêu Quặng Diễn Quang mà chẳng thèm ngó ngàng, lại lặn lội đường xa đến tận đây chỉ để khai thác khối này, rốt cuộc là vì sao nhỉ..."
lang_multi_text.db,MultiText,STNPC_JKYYDST_6_2,新人，我们一起跟上这只麋鹿，看看到底什么情况。,"Come on, rookie! We'll follow that mech reindeer to find out.","Người mới, chúng ta cùng bám theo con hươu này xem tình hình thế nào."
lang_multi_text.db,MultiText,STNPC_JKYYDST_6_3,好的前辈！,Understood!,"Rõ, tiền bối!"
lang_multi_text.db,MultiText,STNPC_JKYYDST_6_4,前辈，你看到了吗，它采的这块衍光矿里好像有个日灵！,"Ma'am, you seeing what I'm seeing? It's mining that Luxite ore... there's a Soliskin trapped inside!","Tiền bối, chị thấy không? Trong khối Quặng Diễn Quang nó đang khai thác hình như có một Nhật Linh!"
lang_multi_text.db,MultiText,STNPC_JKYYDST_7_1,这机麋好像突然不动了？,The mech reindeer looks like it's just shut down.,Con Hươu Cơ Khí này hình như đột nhiên đứng im rồi?
lang_multi_text.db,MultiText,STNPC_JKYYDST_7_2,它可能只想采有日灵的衍光矿……,Maybe it only mines Luxite that has Soliskin trapped in it...,Có lẽ nó chỉ muốn khai thác những Quặng Diễn Quang có chứa Nhật Linh...
lang_multi_text.db,MultiText,STNPC_JKYYDST_8_1,矿采完，日灵救出来后，这只机麋就一动不动了……,"Once it finished mining and freed the Soliskin, it froze on the spot...","Sau khi khai thác xong quặng và giải cứu Nhật Linh, con Hươu Cơ Khí này liền đứng bất động..."
lang_multi_text.db,MultiText,STNPC_JKYYDST_8_2,有没有可能，它只想采有日灵的衍光矿？,Do you think it only mines Luxite with Soliskin trapped inside it?,Liệu có khả năng nó chỉ muốn khai thác những Quặng Diễn Quang có Nhật Linh không?
lang_multi_text.db,MultiText,STNPC_JKYYDST_8_3,我们可能发现了一种隧群和日灵的全新依存关系……新人，把这些都记录下来！,"We might be looking at a new form of symbiosis between Exoswarm and Soliskin... Rookie, record everything! Don't miss a single detail!","Chúng ta có thể vừa phát hiện ra một mối quan hệ cộng sinh hoàn toàn mới giữa Tùy Quần và Nhật Linh... Người mới, ghi chép lại hết những điều này đi!"
lang_multi_text.db,MultiText,STNPC_JKYYDST_8_4,好的前辈！,On it!,"Rõ, tiền bối!"
lang_multi_text.db,MultiText,STNPC_JKYYDST_9_1,怎么带这么多衣服，好重啊……,Why are we carrying so many clothes? This pack is killing me...,"Sao lại mang nhiều quần áo thế này, nặng quá đi..."
lang_multi_text.db,MultiText,STNPC_JKYYDST_9_2,等到了冰原的时候，你就会感谢我了。,You'll be thanking me once we get to the frostlands.,"Đến lúc tới băng nguyên, cậu sẽ cảm ơn tôi đấy."
lang_multi_text.db,MultiText,STNPC_JKYYDST_10_1,真有必要带这么多衣服吗……我，我要喘不过气来了……,Do we really need all these clothes? I… I can barely breathe…,"Thực sự cần mang nhiều quần áo thế này sao... Tôi, tôi sắp tắc thở rồi..."
lang_multi_text.db,MultiText,STNPC_JKYYDST_10_2,等我们直面天寒地冻的冰原的时候，你就会感谢我带上的每一件东西了。,"When we face the true cold of the frostlands, you'll be thankful for everything I insisted on bringing.","Đợi khi chúng ta đối mặt với cái lạnh thấu xương ở băng nguyên, cậu sẽ biết ơn từng món đồ tôi bảo mang theo cho mà xem."
lang_multi_text.db,MultiText,STNPC_JKYYDST_10_3,再坚持一会儿吧……等出了联运椎骨，哺熊可以帮你带一部分行李，你还可以抱着它取暖。,"Just hold on a bit longer... Once we are out of the Riseway, the Hearthbear can take some of your load. And you can cuddle up to it for warmth.","Cố gắng thêm chút nữa đi... Đợi ra khỏi Liên Vận Chuy Cốt, Gấu Nuôi Con có thể giúp cậu mang bớt hành lý, cậu còn có thể ôm nó để sưởi ấm nữa."
lang_multi_text.db,MultiText,STNPC_JKYYDST_11_1,为什么我们会擅长照顾日灵和隧群呢？,Why are we so good at caring for the Soliskin and Exoswarm?,Tại sao chúng ta lại giỏi chăm sóc Nhật Linh và Tùy Quần thế nhỉ?
