db_file,table_name,id,zh,en,vi
lang_multi_text.db,MultiText,LevelPlay_147900008_ChallengeConditionMainText_147_1,寻找奇藏,Search for Supply Chests,Tìm Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900008_ChallengeConditionSubText_147_1,使用「感知」探查奇藏,Use Sensor to locate nearby Supply Chests,"Dùng ""Cảm Ứng"" để dò tìm Kỳ Tàng"
lang_multi_text.db,MultiText,LevelPlay_147900008_ChildQuestTip_147_6,找到所有的奇藏,Find all Supply Chests,Tìm tất cả Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900008_QuestScheduleMainTitle_147_1,找到所有的奇藏,Find all Supply Chests,Tìm tất cả Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900008_QuestScheduleSubTitle_147_1,使用「感知」探查奇藏,Use Sensor to locate nearby Supply Chests,"Dùng ""Cảm Ứng"" để dò tìm Kỳ Tàng"
lang_multi_text.db,MultiText,LevelPlay_147900008_QuestScheduleSubTitle_147_2,已发现奇藏{q_count}/4,Supply Chests Found: {q_count}/4,Đã tìm thấy Kỳ Tàng {q_count}/4
lang_multi_text.db,MultiText,LevelPlay_147900008_ReachChallengeMainText_147_1,已发现全部奇藏,All Supply Chests found,Đã tìm thấy tất cả Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900009_ChallengeConditionMainText_147_1,寻找奇藏,Search for Supply Chests,Tìm Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900009_ChallengeConditionSubText_147_1,使用「感知」探查奇藏,Use Sensor to locate nearby Supply Chests,"Dùng ""Cảm Ứng"" để dò tìm Kỳ Tàng"
lang_multi_text.db,MultiText,LevelPlay_147900009_ChildQuestTip_147_6,找到所有的奇藏,Find all Supply Chests,Tìm tất cả Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900009_QuestScheduleMainTitle_147_1,找到所有的奇藏,Find all Supply Chests,Tìm tất cả Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900009_QuestScheduleSubTitle_147_1,使用「感知」探查奇藏,Use Sensor to locate nearby Supply Chests,"Dùng ""Cảm Ứng"" để dò tìm Kỳ Tàng"
lang_multi_text.db,MultiText,LevelPlay_147900009_QuestScheduleSubTitle_147_2,已发现奇藏{q_count}/5,Supply Chests Found: {q_count}/5,Đã tìm thấy Kỳ Tàng {q_count}/5
lang_multi_text.db,MultiText,LevelPlay_147900009_ReachChallengeMainText_147_1,已发现全部奇藏,All Supply Chests found,Đã tìm thấy tất cả Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900012_ChallengeConditionMainText_147_1,寻找奇藏,Search for Supply Chests,Tìm Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900012_ChallengeConditionSubText_147_1,使用「感知」探查奇藏,Use Sensor to locate nearby Supply Chests,"Dùng ""Cảm Ứng"" để dò tìm Kỳ Tàng"
lang_multi_text.db,MultiText,LevelPlay_147900012_ChildQuestTip_147_6,找到所有的奇藏,Find all Supply Chests,Tìm tất cả Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900012_QuestScheduleMainTitle_147_1,找到所有的奇藏,Find all Supply Chests,Tìm tất cả Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900012_QuestScheduleSubTitle_147_1,使用「感知」探查奇藏,Use Sensor to locate nearby Supply Chests,"Dùng ""Cảm Ứng"" để dò tìm Kỳ Tàng"
lang_multi_text.db,MultiText,LevelPlay_147900012_QuestScheduleSubTitle_147_2,已发现奇藏{q_count}/4,Supply Chests Found: {q_count}/4,Đã tìm thấy Kỳ Tàng {q_count}/4
lang_multi_text.db,MultiText,LevelPlay_147900015_ChallengeConditionMainText_147_1,寻找奇藏,Search for Supply Chests,Tìm Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900015_ChallengeConditionSubText_147_1,使用「感知」探查奇藏,Use Sensor to locate nearby Supply Chests,"Dùng ""Cảm Ứng"" để dò tìm Kỳ Tàng"
lang_multi_text.db,MultiText,LevelPlay_147900015_ChildQuestTip_147_8,找到所有的奇藏,Find all Supply Chests,Tìm tất cả Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900015_QuestScheduleMainTitle_147_1,找到所有的奇藏,Find all Supply Chests,Tìm tất cả Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900015_QuestScheduleSubTitle_147_1,使用「感知」探查奇藏,Use Sensor to locate nearby Supply Chests,"Dùng ""Cảm Ứng"" để dò tìm Kỳ Tàng"
lang_multi_text.db,MultiText,LevelPlay_147900015_QuestScheduleSubTitle_147_2,已发现奇藏{q_count}/4,Supply Chests Found: {q_count}/4,Đã tìm thấy Kỳ Tàng {q_count}/4
lang_multi_text.db,MultiText,LevelPlay_147900015_ReachChallengeMainText_147_1,已发现全部奇藏,All Supply Chests found,Đã tìm thấy tất cả Kỳ Tàng
lang_multi_text.db,MultiText,LevelPlay_147900018_MonsterGroupName_147_1,浮灵偶,Chop Chop,Phù Linh Ngẫu
lang_multi_text.db,MultiText,LevelPlay_147900019_MonsterGroupName_147_1,浮灵偶,Chop Chop,Phù Linh Ngẫu
lang_multi_text.db,MultiText,LevelPlay_147900020_MonsterGroupName_147_1,浮灵偶,Chop Chop,Phù Linh Ngẫu
lang_multi_text.db,MultiText,LevelPlay_148750000_ChallengeConditionMainText_148_1,已达成赛道最佳成绩,New personal best achieved,Đã đạt thành tích đường đua tốt nhất
lang_multi_text.db,MultiText,LevelPlay_148750000_ChallengeConditionMainText_148_5,已达成赛道最佳成绩,New personal best achieved,Đã đạt thành tích đường đua tốt nhất
lang_multi_text.db,MultiText,LevelPlay_148750000_ChallengeConditionSubText_148_1,奖励已达获得上限,Reward limit reached,Phần thưởng đã đạt giới hạn
lang_multi_text.db,MultiText,LevelPlay_148750000_ChallengeConditionSubText_148_5,奖励已达获得上限,Reward limit reached,Phần thưởng đã đạt giới hạn
lang_multi_text.db,MultiText,LevelPlay_148750000_ChallengeFailMainText_148_1,挑战失败,Challenge Failed,Khiêu chiến thất bại
lang_multi_text.db,MultiText,LevelPlay_148750000_LevelPlayName_148_2,声骸挑战·翱翔,Echo Challenge: Flight,Thử Thách Thanh Hài - Bay Lượn
lang_multi_text.db,MultiText,LevelPlay_148750000_QuestScheduleMainTitle_148_1,获得积分并完成挑战,Earn points and complete the challenge,Đạt điểm và hoàn thành khiêu chiến
lang_multi_text.db,MultiText,LevelPlay_148750000_QuestScheduleSubTitle_148_1,<color=#ecda88>积分</color>：{q_count},<color=#ecda88>Points</color>: {q_count},<color=#ecda88>Điểm</color>: {q_count}
lang_multi_text.db,MultiText,LevelPlay_148750000_QuestScheduleSubTitle_148_2,<color=#7fff00> 已达成</color>,<color=#7fff00>Achieved</color>,<color=#7fff00> Đã đạt</color>
lang_multi_text.db,MultiText,LevelPlay_148750000_QuestScheduleSubTitle_148_4,<color=#7fff00> 已达成</color>,<color=#7fff00>Achieved</color>,<color=#7fff00> Đã đạt</color>
lang_multi_text.db,MultiText,LevelPlay_148750000_QuestScheduleSubTitle_148_6,<color=#7fff00> 已达成</color>,<color=#7fff00>Achieved</color>,<color=#7fff00> Đã đạt</color>
lang_multi_text.db,MultiText,LevelPlay_148750000_QuestScheduleSubTitle_148_9,获得1000积分并完成挑战,"Earn 1,000 points and complete the challenge",Đạt 1000 điểm và hoàn thành khiêu chiến
lang_multi_text.db,MultiText,LevelPlay_148750000_QuestScheduleSubTitle_148_11,获得2000积分并完成挑战,"Earn 2,000 points and complete the challenge",Đạt 2000 điểm và hoàn thành khiêu chiến
lang_multi_text.db,MultiText,LevelPlay_148750000_QuestScheduleSubTitle_148_13,获得3500积分并完成挑战,"Earn 3,500 points and complete the challenge",Đạt 3500 điểm và hoàn thành khiêu chiến
lang_multi_text.db,MultiText,LevelPlay_148750000_ReachChallengeMainText_148_8,完成挑战,Challenge Complete,Hoàn thành khiêu chiến
lang_multi_text.db,MultiText,LevelPlay_148750000_ReachChallengeMainText_148_9,完成挑战,Challenge Complete,Hoàn thành khiêu chiến
lang_multi_text.db,MultiText,LevelPlay_148750001_LevelPlayName_148_1,声骸挑战·翱翔,Echo Challenge: Flight,Thử Thách Thanh Hài - Bay Lượn
lang_multi_text.db,MultiText,LevelPlay_148750002__148_3,开始,Start,Bắt đầu
lang_multi_text.db,MultiText,LevelPlay_148750002__148_4,开始,Start,Bắt đầu
lang_multi_text.db,MultiText,LevelPlay_148750002__148_5,开始,Start,Bắt đầu
lang_multi_text.db,MultiText,LevelPlay_148750002__148_6,开始,Start,Bắt đầu
lang_multi_text.db,MultiText,LevelPlay_148750002_ChildQuestTip_148_5,使用翱翔，抵达目标地点,Fly to the destination,"Sử dụng Bay Lượn, đến địa điểm mục tiêu"
lang_multi_text.db,MultiText,LevelPlay_148750002_ChildQuestTip_148_15,使用翱翔，抵达目标地点,Fly to the destination,"Sử dụng Bay Lượn, đến địa điểm mục tiêu"
lang_multi_text.db,MultiText,LevelPlay_148750002_ChildQuestTip_148_56,与岚烟对话，以开启翱翔测试,Talk to Lanyan and begin the Flight test,Nói chuyện với Lam Yên để mở bài kiểm tra Bay Lượn
lang_multi_text.db,MultiText,LevelPlay_148750002_ChildQuestTip_148_66,使用翱翔，抵达目标地点,Fly to the destination,"Sử dụng Bay Lượn, đến địa điểm mục tiêu"
lang_multi_text.db,MultiText,LevelPlay_148750002_ChildQuestTip_148_69,使用翱翔，抵达目标地点,Fly to the destination,"Sử dụng Bay Lượn, đến địa điểm mục tiêu"
lang_multi_text.db,MultiText,LevelPlay_148750002_ChildQuestTip_148_85,使用翱翔，抵达目标地点,Fly to the destination,"Sử dụng Bay Lượn, đến địa điểm mục tiêu"
lang_multi_text.db,MultiText,LevelPlay_148750002_LevelPlayName_148_1,循风流形,Windrider Project,Theo Gió Tạo Hình
lang_multi_text.db,MultiText,LevelPlay_148750002_QuestScheduleMainTitle_148_1,使用翱翔，抵达目标地点,Fly to the destination,"Sử dụng Bay Lượn, đến địa điểm mục tiêu"
lang_multi_text.db,MultiText,LevelPlay_148750002_QuestScheduleMainTitle_148_2,使用翱翔，抵达目标地点,Fly to the destination,"Sử dụng Bay Lượn, đến địa điểm mục tiêu"
lang_multi_text.db,MultiText,LevelPlay_148750002_QuestScheduleMainTitle_148_3,使用翱翔，抵达目标地点,Fly to the destination,"Sử dụng Bay Lượn, đến địa điểm mục tiêu"
lang_multi_text.db,MultiText,LevelPlay_148750002_QuestScheduleMainTitle_148_4,使用翱翔，抵达目标地点,Fly to the destination,"Sử dụng Bay Lượn, đến địa điểm mục tiêu"
lang_multi_text.db,MultiText,LevelPlay_148750002_QuestScheduleSubTitle_148_1,使用翱翔进入风轨，并抵达目标地点（可选）,(Optional) Fly through Wind Trails to reach the destination,Dùng Bay Lượn vào Đường Gió và đến địa điểm mục tiêu (Tùy chọn)
lang_multi_text.db,MultiText,LevelPlay_148750002_QuestScheduleSubTitle_148_2,使用翱翔进入风轨，并抵达目标地点（可选）,(Optional) Fly through Wind Trails to reach the destination,Dùng Bay Lượn vào Đường Gió và đến địa điểm mục tiêu (Tùy chọn)
lang_multi_text.db,MultiText,LevelPlay_148750002_QuestScheduleSubTitle_148_3,使用翱翔进入风轨，并抵达目标地点（可选）,(Optional) Fly through Wind Trails to reach the destination,Dùng Bay Lượn vào Đường Gió và đến địa điểm mục tiêu (Tùy chọn)
lang_multi_text.db,MultiText,LevelPlay_148750002_QuestScheduleSubTitle_148_4,使用翱翔进入风轨，并抵达目标地点（可选）,(Optional) Fly through Wind Trails to reach the destination,Dùng Bay Lượn vào Đường Gió và đến địa điểm mục tiêu (Tùy chọn)
lang_multi_text.db,MultiText,LevelPlay_148750002_ReachChallengeMainText_148_2,测试完成,Test Complete,Hoàn thành kiểm tra
lang_multi_text.db,MultiText,LevelPlay_148850000_ChallengeConditionMainText_148_3,挑战目标提示,Challenge Goal,Gợi ý mục tiêu thử thách
lang_multi_text.db,MultiText,LevelPlay_148850000_ChallengeConditionSubText_148_3,快速瞬斩获得更高积分,Quick Slash to earn more points,Trảm Nhanh để đạt điểm cao hơn
lang_multi_text.db,MultiText,LevelPlay_148850000_ChallengeFailMainText_148_5,挑战失败,Challenge Failed,Khiêu chiến thất bại
lang_multi_text.db,MultiText,LevelPlay_148850000_ChallengeFailMainText_148_6,挑战失败,Challenge Failed,Khiêu chiến thất bại
lang_multi_text.db,MultiText,LevelPlay_148850000_ChildQuestTip_148_9,瞬斩挑战·角斗士的剑意,Quick Slash Challenge: Gladiator's Spirit,Thử Thách Trảm Nhanh - Kiếm Ý Đấu Sĩ
lang_multi_text.db,MultiText,LevelPlay_148850000_ChildQuestTip_148_10,和哈德良三世交谈,Talk to Hadrian III,Nói chuyện với Hadrian III
lang_multi_text.db,MultiText,LevelPlay_148850000_ChildQuestTip_148_11,和哈德良三世交谈,Talk to Hadrian III,Nói chuyện với Hadrian III
lang_multi_text.db,MultiText,LevelPlay_148850000_ChildQuestTip_148_12,变身古英雄铠,Transform into Hero's Legacy Armor,Biến thân thành Giáp Cổ Anh Hùng
lang_multi_text.db,MultiText,LevelPlay_148850000_InteractContent_148_3,哈德良三世,Hadrian III,Hadrian III
lang_multi_text.db,MultiText,LevelPlay_148850000_InteractContent_148_4,哈德良三世,Hadrian III,Hadrian III
lang_multi_text.db,MultiText,LevelPlay_148850000_QuestScheduleMainTitle_148_2,获得更高积分,Earn more points,Đạt điểm cao hơn
lang_multi_text.db,MultiText,LevelPlay_148850000_QuestScheduleSubTitle_148_4,<color=#ecda88>积分</color>：{q_count},<color=#ecda88>Points</color>: {q_count},<color=#ecda88>Điểm</color>: {q_count}
lang_multi_text.db,MultiText,LevelPlay_148850000_QuestScheduleSubTitle_148_5,<color=#7fff00> 已达成</color>,<color=#7fff00>Achieved</color>,<color=#7fff00> Đã đạt</color>
lang_multi_text.db,MultiText,LevelPlay_148850000_QuestScheduleSubTitle_148_6,积分到达5000并通关,"Reach 5,000 points to clear",Điểm đạt 5000 và vượt ải
lang_multi_text.db,MultiText,LevelPlay_148850000_ReachChallengeMainText_148_2,挑战达成,Challenge Completed,Khiêu chiến thành công
lang_multi_text.db,MultiText,LevelPlay_148850001_ChallengeConditionMainText_148_2,挑战目标提示,Challenge Goal,Gợi ý mục tiêu thử thách
lang_multi_text.db,MultiText,LevelPlay_148850001_ChallengeConditionSubText_148_2,快速瞬斩获得更高积分,Quick Slash to earn more points,Trảm Nhanh để đạt điểm cao hơn
lang_multi_text.db,MultiText,LevelPlay_148850001_ChallengeFailMainText_148_2,挑战失败,Challenge Failed,Khiêu chiến thất bại
lang_multi_text.db,MultiText,LevelPlay_148850001_ChallengeFailMainText_148_3,挑战失败,Challenge Failed,Khiêu chiến thất bại
lang_multi_text.db,MultiText,LevelPlay_148850001_ChildQuestTip_148_5,瞬斩挑战·角斗士的剑意,Quick Slash Challenge: Gladiator's Spirit,Thử Thách Trảm Nhanh - Kiếm Ý Đấu Sĩ
lang_multi_text.db,MultiText,LevelPlay_148850001_ChildQuestTip_148_6,和哈德良三世交谈,Talk to Hadrian III,Nói chuyện với Hadrian III
lang_multi_text.db,MultiText,LevelPlay_148850001_ChildQuestTip_148_7,和哈德良三世交谈,Talk to Hadrian III,Nói chuyện với Hadrian III
lang_multi_text.db,MultiText,LevelPlay_148850001_ChildQuestTip_148_8,变身古英雄铠,Transform into Hero's Legacy Armor,Biến thân thành Giáp Cổ Anh Hùng
lang_multi_text.db,MultiText,LevelPlay_148850001_InteractContent_148_1,哈德良三世,Hadrian III,Hadrian III
lang_multi_text.db,MultiText,LevelPlay_148850001_InteractContent_148_2,哈德良三世,Hadrian III,Hadrian III
lang_multi_text.db,MultiText,LevelPlay_148850001_QuestScheduleMainTitle_148_1,获得更高积分,Earn more points,Đạt điểm cao hơn
lang_multi_text.db,MultiText,LevelPlay_148850001_QuestScheduleSubTitle_148_1,<color=#ecda88>积分</color>：{q_count},<color=#ecda88>Points</color>: {q_count},<color=#ecda88>Điểm</color>: {q_count}
lang_multi_text.db,MultiText,LevelPlay_148850001_QuestScheduleSubTitle_148_2,<color=#7fff00> 已达成</color>,<color=#7fff00>Achieved</color>,<color=#7fff00> Đã đạt</color>
lang_multi_text.db,MultiText,LevelPlay_148850001_QuestScheduleSubTitle_148_3,积分到达4000并通关,"Reach 4,000 points to clear",Điểm đạt 4000 và vượt ải
lang_multi_text.db,MultiText,LevelPlay_148850001_ReachChallengeMainText_148_1,挑战达成,Challenge Completed,Khiêu chiến thành công
lang_multi_text.db,MultiText,LevelPlay_148900035_ChallengeFailMainText_148_2,挑战失败,Challenge Failed,Khiêu chiến thất bại
lang_multi_text.db,MultiText,LevelPlay_148900035_LevelPlayName_148_2,声骸挑战·翱翔,Echo Challenge: Flight,Thử Thách Thanh Hài - Bay Lượn
lang_multi_text.db,MultiText,LevelPlay_148900035_QuestScheduleMainTitle_148_3,获得积分并完成挑战,Earn points and complete the challenge,Đạt điểm và hoàn thành khiêu chiến
