db_file,table_name,id,zh,en,vi
lang_resonate_chain.db,ResonantChain,1158,test/<color=#ffffff>生命提升3%。</color>,,test/<color=#ffffff>Tăng sinh mệnh 3%.</color>
lang_resonate_chain.db,ResonantChain,1159,共鸣1-3,,Cộng Hưởng 1-3
lang_resonate_chain.db,ResonantChain,1160,共鸣位点,,Vị Trí Cộng Hưởng
lang_resonate_chain.db,ResonantChain,1161,test/<color=#ffffff>防御提升3.8%。</color>,,test/<color=#ffffff>Tăng phòng thủ 3.8%.</color>
lang_resonate_chain.db,ResonantChain,1162,共鸣1-4,,Cộng Hưởng 1-4
lang_resonate_chain.db,ResonantChain,1163,test/共鸣1,,test/Cộng Hưởng 1
lang_resonate_chain.db,ResonantChain,1164,test/阿呜qte、qte一段目押、qte二段目押命中敌人，分别获得各5点共鸣解放能量。,,"test/QTE của A Vũ, QTE đoạn 1 đúng nhịp, QTE đoạn 2 đúng nhịp trúng kẻ địch, mỗi cái nhận được 5 điểm năng lượng Giải Phóng Cộng Hưởng."
lang_resonate_chain.db,ResonantChain,1165,共鸣2-1,,Cộng Hưởng 2-1
lang_resonate_chain.db,ResonantChain,1166,共鸣位点,,Vị Trí Cộng Hưởng
lang_resonate_chain.db,ResonantChain,1167,test/<color=#ffffff>攻击提升3%。</color>,,test/<color=#ffffff>Tăng tấn công 3%.</color>
lang_resonate_chain.db,ResonantChain,1168,共鸣2-2,,Cộng Hưởng 2-2
lang_resonate_chain.db,ResonantChain,1169,共鸣位点,,Vị Trí Cộng Hưởng
lang_resonate_chain.db,ResonantChain,1170,test/<color=#ffffff>生命提升3%。</color>,,test/<color=#ffffff>Tăng sinh mệnh 3%.</color>
lang_resonate_chain.db,ResonantChain,1171,共鸣2-3,,Cộng Hưởng 2-3
lang_resonate_chain.db,ResonantChain,1172,共鸣位点,,Vị Trí Cộng Hưởng
lang_resonate_chain.db,ResonantChain,1173,test/<color=#ffffff>防御提升3.8%。</color>,,test/<color=#ffffff>Tăng phòng thủ 3.8%.</color>
lang_resonate_chain.db,ResonantChain,1174,共鸣2-4,,Cộng Hưởng 2-4
lang_resonate_chain.db,ResonantChain,1175,test/共鸣2,,test/Cộng Hưởng 2
