db_file,table_name,id,zh,en,vi
lang_speaker.db,Speaker,1855,“鬼影”,,"""Bóng ma"""
lang_speaker.db,Speaker,1857,熟悉的声响,,Âm thanh quen thuộc
lang_speaker.db,Speaker,1859,灯塔终端,,Thiết bị đầu cuối hải đăng
lang_speaker.db,Speaker,1861,灯塔修理员,,Thợ sửa chữa hải đăng
lang_speaker.db,Speaker,1863,荒石工程师,,Kỹ sư Hoang Thạch
lang_speaker.db,Speaker,1865,心焦的年轻人,,Thanh niên sốt ruột
lang_speaker.db,Speaker,1867,避雨的女孩,,Cô gái trú mưa
lang_speaker.db,Speaker,1869,思染,,Tư Nhiễm
lang_speaker.db,Speaker,1872,“年轻人”,,"""Thanh niên"""
lang_speaker.db,Speaker,1874,“中年人”,,"""Người trung niên"""
lang_speaker.db,Speaker,1876,“小女孩”,,"""Bé gái"""
lang_speaker.db,Speaker,1878,“约书亚”,,"""Joshua"""
lang_speaker.db,Speaker,1880,艾林,,Eirin
lang_speaker.db,Speaker,1882,谷雨,,Cốc Vũ
lang_speaker.db,Speaker,1884,居卯,,Cư Mão
lang_speaker.db,Speaker,1886,桑榆,,Tang Du
lang_speaker.db,Speaker,1888,谷雨&居卯,,Cốc Vũ & Cư Mão
lang_speaker.db,Speaker,1890,士远,,Sĩ Viễn
lang_speaker.db,Speaker,1892,修义,,Tu Nghĩa
lang_speaker.db,Speaker,1894,渔村老板,,Chủ làng chài
lang_speaker.db,Speaker,1896,狄迪,,Địch Địch
lang_speaker.db,Speaker,1898,求救的流放者,,Kẻ Lưu Đày kêu cứu
lang_speaker.db,Speaker,1900,突然出现的流放者,,Kẻ Lưu Đày xuất hiện bất ngờ
lang_speaker.db,Speaker,1902,失去干劲的流放者,,Kẻ Lưu Đày mất động lực
lang_speaker.db,Speaker,1904,奋力干活的流放者,,Kẻ Lưu Đày làm việc hăng say
lang_speaker.db,Speaker,1906,流放者物资管理员,,Quản lý vật tư Lưu Đày
lang_speaker.db,Speaker,1908,猫咪,,Mèo
