db_file,table_name,id,zh,en,vi
lang_multi_text.db,MultiText,HuanglongM1_1_12_51,是小时候的记忆呢。还记得，糖果很甜。,It reminds me of my childhood. I still remember the taste. It was so sweet.,"Là ký ức hồi nhỏ nhỉ. Còn nhớ, kẹo rất ngọt."
lang_multi_text.db,MultiText,HuanglongM1_1_12_52,小时候我特别害怕打针，有几次打完针，护士姐姐就会奖励一颗这样的糖果。,"I was really scared of getting my flu shots when I was little, and sometimes the nurse lady would hand out candies like this as a prize for being good.","Hồi nhỏ tôi đặc biệt sợ tiêm, có mấy lần tiêm xong, chị y tá sẽ thưởng cho một viên kẹo như thế này."
lang_multi_text.db,MultiText,HuanglongM1_1_12_53,但是糖果……又有什么含义呢？,But... What does it mean as a token?,Nhưng kẹo... thì có hàm ý gì chứ?
lang_multi_text.db,MultiText,HuanglongM1_1_12_54,这看起来像是一个……小型日晷？,It seems like... a miniature sundial.,Cái này trông giống một cái... nhật quỹ nhỏ?
lang_multi_text.db,MultiText,HuanglongM1_1_12_55,那是什么？,A sundial?,Đó là cái gì?
lang_multi_text.db,MultiText,HuanglongM1_1_12_56,嗯。,I believe so.,Ừm.
lang_multi_text.db,MultiText,HuanglongM1_1_12_57,是一种利用太阳的投影方向来测定时刻的计时仪器。,It is a horological device that tells time by using sunlight's direction.,Là một loại dụng cụ đo thời gian dựa vào hướng bóng của mặt trời để xác định giờ khắc.
lang_multi_text.db,MultiText,HuanglongM1_1_12_58,一般来说，晷面上标记的刻度为十二时辰，显示节气和月份。但这个日晷的晷面却有点特别。,"Sundials in Huanglong usually have marked lines for the twelve <ano=Time Periods>Shichens</ano> in a day, and every Shichen is 2 hours long, with some showing seasons or months. The design of this sundial looks a bit unusual, though...","Thông thường, khắc độ trên mặt quỹ là mười hai canh giờ, hiển thị tiết khí và tháng. Nhưng mặt của cái nhật quỹ này lại hơi đặc biệt."
lang_multi_text.db,MultiText,HuanglongM1_1_12_59,晷面外圈显示的……应当是以十二地支划分十二时辰的时间刻度。,"On this sundial... Time seems to be represented by the twelve Earthly Branches, drawn on the outer ring of its surface.",Vòng ngoài mặt quỹ hiển thị... hẳn là khắc độ thời gian chia mười hai canh giờ theo mười hai địa chi.
lang_multi_text.db,MultiText,HuanglongM1_1_12_60,里圈似乎是以四神兽为方位指向，《三辅黄图》记载：“苍龙、白虎、朱雀、玄武，天之四灵，以正四方，王者制宫阙殿阁取法焉。”,"And its inner ring shows the ""Four Symbols"", each representing one cardinal direction. These are the four famous auspicious beasts in Huanglong's folklore. They are believed to protect people from all four directions under heaven.","Vòng trong dường như lấy Tứ Thần Thú làm phương vị chỉ hướng, ""Tam Phụ Hoàng Đồ"" có chép: ""Thương Long, Bạch Hổ, Chu Tước, Huyền Vũ, là tứ linh của trời, dùng để định bốn phương, bậc vương giả xây cung khuyết điện các đều noi theo phép đó."""
