db_file,table_name,id,zh,en,vi
lang_instance_dungeon_step.db,DungeonStep,5,击杀怪物（{q_count}/3）,,Hạ gục quái vật ({q_count}/3)
lang_instance_dungeon_step.db,DungeonStep,6,击杀怪物（{q_count}/3）,,Hạ gục quái vật ({q_count}/3)
lang_instance_dungeon_step.db,DungeonStep,7,打boss（{q_count}/1）,,Đánh boss ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,8,获取宝箱奖励（{q_count}/1）,,Nhận thưởng từ rương ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,9,离开副本,,Rời phụ bản
lang_instance_dungeon_step.db,DungeonStep,10,交互开启副本（{q_count}/1）,,Tương tác để mở phụ bản ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,11,击杀第一波怪物（{q_count}/4）,,Hạ gục quái vật đợt 1 ({q_count}/4)
lang_instance_dungeon_step.db,DungeonStep,12,击杀第二波怪物（{q_count}/3）,,Hạ gục quái vật đợt 2 ({q_count}/3)
lang_instance_dungeon_step.db,DungeonStep,13,击杀第三波怪物（{q_count}/3）,,Hạ gục quái vật đợt 3 ({q_count}/3)
lang_instance_dungeon_step.db,DungeonStep,14,获取宝箱奖励（{q_count}/1）,,Nhận thưởng từ rương ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,15,离开副本,,Rời phụ bản
lang_instance_dungeon_step.db,DungeonStep,16,副本失败,,Phụ bản thất bại
lang_instance_dungeon_step.db,DungeonStep,17,结束副本,,Kết thúc phụ bản
lang_instance_dungeon_step.db,DungeonStep,18,交互开启副本（{q_count}/1）,,Tương tác để mở phụ bản ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,19,击杀第一波怪物（{q_count}/5）,,Hạ gục quái vật đợt 1 ({q_count}/5)
lang_instance_dungeon_step.db,DungeonStep,20,击杀第二波怪物（{q_count}/2）,,Hạ gục quái vật đợt 2 ({q_count}/2)
lang_instance_dungeon_step.db,DungeonStep,21,击杀第三波怪物（{q_count}/5）,,Hạ gục quái vật đợt 3 ({q_count}/5)
lang_instance_dungeon_step.db,DungeonStep,22,获取宝箱奖励（{q_count}/1）,,Nhận thưởng từ rương ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,23,离开副本,,Rời phụ bản
lang_instance_dungeon_step.db,DungeonStep,24,交互开启副本（{q_count}/1）,,Tương tác để mở phụ bản ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,25,击杀第一波怪物（{q_count}/7）,,Hạ gục quái vật đợt 1 ({q_count}/7)
lang_instance_dungeon_step.db,DungeonStep,26,击杀第二波怪物（{q_count}/3）,,Hạ gục quái vật đợt 2 ({q_count}/3)
lang_instance_dungeon_step.db,DungeonStep,27,击杀第三波怪物（{q_count}/5）,,Hạ gục quái vật đợt 3 ({q_count}/5)
lang_instance_dungeon_step.db,DungeonStep,28,获取宝箱奖励（{q_count}/1）,,Nhận thưởng từ rương ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,29,离开副本,,Rời phụ bản
lang_instance_dungeon_step.db,DungeonStep,30,结束副本,,Kết thúc phụ bản
lang_instance_dungeon_step.db,DungeonStep,31,交互开启副本（{q_count}/1）,,Tương tác để mở phụ bản ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,32,收集100个道具（{q_count}/100）,,Thu thập 100 vật phẩm ({q_count}/100)
lang_instance_dungeon_step.db,DungeonStep,33,击杀第二波怪物（{q_count}/2）,,Hạ gục quái vật đợt 2 ({q_count}/2)
lang_instance_dungeon_step.db,DungeonStep,34,击杀第三波怪物（{q_count}/5）,,Hạ gục quái vật đợt 3 ({q_count}/5)
lang_instance_dungeon_step.db,DungeonStep,35,获取宝箱奖励（{q_count}/1）,,Nhận thưởng từ rương ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,36,离开副本,,Rời phụ bản
lang_instance_dungeon_step.db,DungeonStep,37,交互开启副本（{q_count}/1）,,Tương tác để mở phụ bản ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,38,击杀第一波怪物（{q_count}/4）,,Hạ gục quái vật đợt 1 ({q_count}/4)
lang_instance_dungeon_step.db,DungeonStep,39,击杀第二波怪物（{q_count}/3）,,Hạ gục quái vật đợt 2 ({q_count}/3)
lang_instance_dungeon_step.db,DungeonStep,40,击杀第三波怪物（{q_count}/5）,,Hạ gục quái vật đợt 3 ({q_count}/5)
lang_instance_dungeon_step.db,DungeonStep,41,获取宝箱奖励（{q_count}/1）,,Nhận thưởng từ rương ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,42,离开副本,,Rời phụ bản
lang_instance_dungeon_step.db,DungeonStep,43,交互开启副本（{q_count}/1）,,Tương tác để mở phụ bản ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,44,击杀第一波怪物（{q_count}/3）,,Hạ gục quái vật đợt 1 ({q_count}/3)
lang_instance_dungeon_step.db,DungeonStep,45,击杀第二波怪物（{q_count}/8）,,Hạ gục quái vật đợt 2 ({q_count}/8)
lang_instance_dungeon_step.db,DungeonStep,46,击杀第三波怪物（{q_count}/5）,,Hạ gục quái vật đợt 3 ({q_count}/5)
lang_instance_dungeon_step.db,DungeonStep,47,获取宝箱奖励（{q_count}/1）,,Nhận thưởng từ rương ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,48,离开副本,,Rời phụ bản
lang_instance_dungeon_step.db,DungeonStep,49,交互开启副本（{q_count}/1）,,Tương tác để mở phụ bản ({q_count}/1)
lang_instance_dungeon_step.db,DungeonStep,50,击杀第一波怪物（{q_count}/5）,,Hạ gục quái vật đợt 1 ({q_count}/5)
lang_instance_dungeon_step.db,DungeonStep,51,击杀第二波怪物（{q_count}/2）,,Hạ gục quái vật đợt 2 ({q_count}/2)
