db_file,table_name,id,zh,en,vi
lang_multi_text.db,MultiText,LevelPlay_14750000_QuestScheduleMainTitle_14_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14750000_QuestScheduleSubTitle_14_1,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14750000_QuestScheduleSubTitle_14_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14750001_LevelPlayName_14_1,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14750003_LevelPlayName_14_1,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14750004_LevelPlayName_14_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14750005_LevelPlayName_14_1,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14800000_ChildQuestTip_14_1,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14800000_LevelPlayName_14_1,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14900001_ChildQuestTip_0_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14900001_LevelPlayName_0_1,测试文本,test/,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14900001_QuestScheduleMainTitle_14_1,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14900001_QuestScheduleSubTitle_14_1,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14900002_QuestScheduleMainTitle_14_1,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14900003_ChildQuestTip_14_4,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14900003_LevelPlayName_14_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14900004_LevelPlayName_14_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14900005_ChildQuestTip_14_1,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14900005_ChildQuestTip_14_4,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14900005_LevelPlayName_14_1,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14900006_LevelPlayName_14_1,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14900007_LevelPlayName_14_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_14900008_LevelPlayName_14_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_16000003_InteractContent_0_3,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_16000004_EnterInRangeText_0_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_16000004_FirstCompleteText_0_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_16000005_InteractContent_0_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_16000010_InteractContent_0_3,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_16000010_InteractContent_0_4,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_16000010_OccupyDesc_0_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_16000010_QuestFailedGiveUp_0_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_16000011_InteractContent_0_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_16000012_InteractContent_0_3,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_16000012_InteractContent_0_4,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_16000012_OccupyDesc_0_2,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,LevelPlay_16000012_QuestFailedGiveUp_0_2,测试文本,,Văn bản thử nghiệm
