db_file,table_name,id,zh,en,vi
lang_error_code.db,ErrorCode,481,溯言模板不存在,,Mẫu Thông Điệp không tồn tại
lang_error_code.db,ErrorCode,482,溯言区域计算异常,,Tính toán khu vực Thông Điệp bất thường
lang_error_code.db,ErrorCode,483,不是溯言实体,,Không phải thực thể Thông Điệp
lang_error_code.db,ErrorCode,484,溯言创建上限,,Giới hạn tạo Thông Điệp
lang_error_code.db,ErrorCode,485,溯言内容不能为空,,Nội dung Thông Điệp không được để trống
lang_error_code.db,ErrorCode,486,溯言实体不存在,,Thực thể Thông Điệp không tồn tại
lang_error_code.db,ErrorCode,487,已到达当日评价次数上限,,Đã đạt giới hạn số lần đánh giá trong ngày
lang_error_code.db,ErrorCode,488,已对溯言点过赞,,Đã thích Thông Điệp này
lang_error_code.db,ErrorCode,489,已对溯言点过踩,,Đã không thích Thông Điệp này
lang_error_code.db,ErrorCode,490,没有溯言道具,,Không có vật phẩm Thông Điệp
lang_error_code.db,ErrorCode,491,创建溯言功能未开启,,Chức năng tạo Thông Điệp chưa mở
lang_error_code.db,ErrorCode,492,访客玩家不可创建溯言,,Người chơi khách không thể tạo Thông Điệp
lang_error_code.db,ErrorCode,493,当前溯言设置已经是显示,,Cài đặt Thông Điệp hiện tại đã là hiển thị
lang_error_code.db,ErrorCode,494,当前溯言设置已经是不显示,,Cài đặt Thông Điệp hiện tại đã là không hiển thị
lang_error_code.db,ErrorCode,495,已达点赞最大值,,Đã đạt giới hạn thích tối đa
lang_error_code.db,ErrorCode,496,已达点踩最大值,,Đã đạt giới hạn không thích tối đa
lang_error_code.db,ErrorCode,497,客户端与服务器协议版本号不一致，拒绝登录。,,"Phiên bản giao thức client và server không khớp, từ chối đăng nhập."
lang_error_code.db,ErrorCode,498,客户端与服务器协议Md5不一致，拒绝登录。,,"MD5 giao thức client và server không khớp, từ chối đăng nhập."
lang_error_code.db,ErrorCode,499,客户端与服务器配置版本号不一致，拒绝登录。,,"Phiên bản cấu hình client và server không khớp, từ chối đăng nhập."
lang_error_code.db,ErrorCode,500,客户端与服务器配置Md5不一致，拒绝登录。,,"MD5 cấu hình client và server không khớp, từ chối đăng nhập."
lang_error_code.db,ErrorCode,501,月度期权天数错误,,Số ngày thẻ tháng bị lỗi
lang_error_code.db,ErrorCode,502,即将添加的月度期权天数超出上限,,Số ngày thẻ tháng sắp thêm vượt quá giới hạn
lang_error_code.db,ErrorCode,503,任务TaskId错误,,TaskId nhiệm vụ sai
lang_error_code.db,ErrorCode,504,任务StepId错误,,StepId nhiệm vụ sai
lang_error_code.db,ErrorCode,505,任务背包错误,,Túi nhiệm vụ lỗi
lang_error_code.db,ErrorCode,506,任务步骤状态无法接受,,Trạng thái bước nhiệm vụ không thể nhận
lang_error_code.db,ErrorCode,507,任务步骤状态无法提交,,Trạng thái bước nhiệm vụ không thể gửi
lang_error_code.db,ErrorCode,508,错误的任务步骤配置,,Cấu hình bước nhiệm vụ sai
