db_file,table_name,id,zh,en,vi
lang_multi_text.db,MultiText,Entity_c79bb628c7385204205a0f9487d3e8068453fca6ef751956efa926960224c82b,烹饪,Cooking,Nấu ăn
lang_multi_text.db,MultiText,Entity_c7abc6b437f492b988c80680d748be462df103db837cd0913b88d9b3afaba0e0,安德里亚,Andrius,Andrius
lang_multi_text.db,MultiText,Entity_c7b4c3c5d5bba73b4ebb705fb26daa3904552cfdea3f4c5d57aa4c501fb4003f,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,Entity_c7c45ee78732ddfe2e03705dbd4ad97a6b817cb4cee231168c28adcae3b08f71,曲觅,Qumi,Khúc Mịch
lang_multi_text.db,MultiText,Entity_c7cb3d2854e44549f5beb49e7860bfd66592d1a4f4c5961eabfa601f7930a735,新闻小报,Daily Scoop,Tin Tức Nhỏ
lang_multi_text.db,MultiText,Entity_c7d17c0a0900fed692ef7a56b4b8920953260a783fcc817f81130d1999b38f4e,嵌入定向锚,Insert the Anchor Stone,Gắn Neo Định Hướng
lang_multi_text.db,MultiText,Entity_c7d49e295ee57f4b76b512702a23b01067729dcb6db020a0c4fae9b2ffde5556,埃莉萨,Erisa,Erisa
lang_multi_text.db,MultiText,Entity_c7daf2e20b99220daf26baa915d2e00cb46a3f5e94fbd1b80300ba944d79f1da,・梦的聚合,: Jumbled Dreams,: Tụ Hợp Giấc Mơ
lang_multi_text.db,MultiText,Entity_c7f32bc244b29b68f020bb16cd7aa3b7f8ff22f1c9fc7925b66f8cf15408fbef,小翼龙·热熔,Fusion Drake,Tiểu Dực Long - Hỏa Liệt
lang_multi_text.db,MultiText,Entity_c7f54722100feefa3191b569104c9b244d1743adbe6815ede94c1a5ab6533df2,布拉姆,Bram,Bram
lang_multi_text.db,MultiText,Entity_c813708abe5e094286fda5313c8e1a9fa53e7b30edb377efa6e1d998325264ff,魁格,Queequeg,Queequeg
lang_multi_text.db,MultiText,Entity_c817b53a977568b77cad8bbd67be02e958d05d7b297caff75ffdc25904afbcde,格斗的记忆,Memory of Combat,Ký Ức Chiến Đấu
lang_multi_text.db,MultiText,Entity_c818beea971c1828aaf498a5cfa605f8614ca1050da35d9fb51df633156e1fec,莉维娅,Livia,Livia
lang_multi_text.db,MultiText,Entity_c81995fafdc22cd7c31600663c9acce9c34a25ce7593b6d64243b68bd38ff9f6,治疗,Heal,Hồi Phục
lang_multi_text.db,MultiText,Entity_c84b9097a2d79848552fa1a3d7fe4532a48744ec6ea3c540e44c74afc661b353,托勒密,Ptolemy,Ptolemy
lang_multi_text.db,MultiText,Entity_c84beda3100278d5856706d77a8176b3a194e2d523e1e1585c75ab96955508e7,猎手-冰,Hunter: Ice,Thợ Săn - Băng
lang_multi_text.db,MultiText,Entity_c868d1b523f6d2386eb6f43f053098c9dc55bb36f9639b676c74b81cc6ba2a83,进入「往日蜃景」,"Enter ""Replica of Past Days""","Vào ""Ảo Ảnh Ngày Cũ"""
lang_multi_text.db,MultiText,Entity_c86de1af1276c1858d585253c99e2fd7ed08284bd485740f92938f2d58f1264d,哈尔伯格,Halberg,Halberg
lang_multi_text.db,MultiText,Entity_c874b8cc3c511c2a84d94aeb976d66e2f80b28f05bb38ae52a683b6eced51998,静铃,Jingling,Tĩnh Linh
lang_multi_text.db,MultiText,Entity_c87800f628b7609c2d2ccd4d5d291b0edabd9e211ba1e6301af5683d3a767026,余烬,Yujin,Dư Tẫn
lang_multi_text.db,MultiText,Entity_c87b90eb2ad910059da536db2e0283651415b792d81faa00da92fbe9d1545f0b,异变生物·咕咕河豚,Mutant Organism: Gulpuff,Sinh Vật Biến Dị - Cá Nóc Gù Gù
lang_multi_text.db,MultiText,Entity_c87f4a73d382dd5d38e0002796695fa259371b024b493b96198c28c280ba9c79,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,Entity_c8af5c0891d153d42d0759705064e0014e7795f6c00e97e5d6f56ec267490725,慵懒的年轻人,Lazy Teen,Thanh niên lười biếng
lang_multi_text.db,MultiText,Entity_c8b257c26f1b1c8abd003fc692803d45ea8351b8fca58a2411ca7992c37cd34b,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,Entity_c8b54f6a83e069f9c115a5c292da3e4c26a5309e0c55867d1243c86e6c4af67d,《1712号星图的收容解析》,Containment Analysis of Stellar Matrix 1712,"""Phân Tích Thu Nạp Tinh Đồ Số 1712"""
lang_multi_text.db,MultiText,Entity_c8ba1b9f5208e8bb3438db449844b5e466e4b40900f8465b356878d76291d8e0,启用强制结算权限,Enable Force Settlement,Kích hoạt quyền kết toán bắt buộc
lang_multi_text.db,MultiText,Entity_c8bd05b5d33ae469f8ebf452c16767ebc7acf3137a779aaa421496cd9299a2c1,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,Entity_c8c6c28efe71a53067aeca8518c1e83fc627f7e79439b02b1b3bf7d1fdc6bc92,隐喻,Metaphor,Metaphor
lang_multi_text.db,MultiText,Entity_c8d09251c95d18672bcd4423cec004508573e94af9258cb8ddd157b28e38483d,后勤队员,Logistics Specialist,Đội viên hậu cần
lang_multi_text.db,MultiText,Entity_c8d678771f5a6728590a727659df216af0e7bce30900914890f638809fec32b8,溯空鱼,Airsailer,Cá Lướt Gió
lang_multi_text.db,MultiText,Entity_c8dbd0378e0b46aa06c1c65d2a42514a21c7120fc79fba0d8677e662d2168570,阿兰娜,Alannah,Alannah
lang_multi_text.db,MultiText,Entity_c8e1f4e2e3e359c73859675d25e528d24f7ad3a8ae562be2f5d236678f4be054,群晶巨人,Crystal Cluster Giant,Người Khổng Lồ Cụm Tinh
lang_multi_text.db,MultiText,Entity_c8e983a6ec40017c7e504e70204632fc29d5bea90828eba84f396cd205e5b080,雅拉,Yala,Yala
lang_multi_text.db,MultiText,Entity_c8f609cb139d2972e651d25576a117e5e5f1d7995cf1082f09acc24d3a9b3523,坠入深处,Fall into the dream,Rơi vào sâu thẳm
lang_multi_text.db,MultiText,Entity_c908eef274ef5c868977a969b1ba706056bbd75b39d27f3177ff28b2f2cdee68,埃曼纽尔,Emmanuel,Emmanuel
lang_multi_text.db,MultiText,Entity_c9109a691e8740d9304c5431e8ae61988169beec39d25b3e48aa75d8ec7a30aa,怎么了?,What’s the matter?,Có chuyện gì?
lang_multi_text.db,MultiText,Entity_c9114ba8ceaf9b29ae89074c29462cdc1e5426882e1192fb3cbe487e1748c212,爱弥斯,Aemeath,Aemeath
lang_multi_text.db,MultiText,Entity_c915a00a841bff061e01579712ff35502563ed06ddaf7c4a34d6b5b983f7e5fc,打开陈设商店,,Mở cửa hàng trang trí
lang_multi_text.db,MultiText,Entity_c93e040ef66f2714843fa2606bbed489a9c15c0df122077a4c1539c2497e7871,激动的学生,Excited Student,Học sinh phấn khích
lang_multi_text.db,MultiText,Entity_c947ef350fac94a47b3cba99bfb14a0a126923f20352e23e773e0390c105e7e0,顺序踩踏机关,Activat the Pressure Plates in order,Giẫm lên cơ quan theo thứ tự
lang_multi_text.db,MultiText,Entity_c94e1cfaa665afaa13012789ff5ee8517551c8418c7cb72cd0d970ef0b28a941,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,Entity_c94fcc09a1ab510891bb6049b208756a65dc79da415b5eaf0dc2b35dafe01868,库擦擦,KU-Wipe,KU-Wipe
lang_multi_text.db,MultiText,Entity_c96347eede5e868bf844a33e53b9eb2110a9ee9eb306e657c97e41ab0b25884e,扶岩,Fuyan,Phù Nham
lang_multi_text.db,MultiText,Entity_c966d4d6127e4f32abf02e2cfbc1ff1b21f20f0565f78ef1c5c05c881eb2530d,拉菲,Rafael,Rafael
lang_multi_text.db,MultiText,Entity_c968cda80db2f4aa98fde35df68941b0a4e9e5fb818983159fac3740d8f752d3,姜朴,Jiangpiao,Khương Phác
lang_multi_text.db,MultiText,Entity_c96ab33bcfcf3da7340abf6cd27d9386c3f247169d5d15a7d5877ab1c68c8be5,库伯特,KU-Bert,KU-Bert
lang_multi_text.db,MultiText,Entity_c9740b2048a96bc36a1fde15324afb601b23d53ab746b1f1470bc8b5afeed9e0,岩蛛S4型,Geospider S4,Nham Thù S4
lang_multi_text.db,MultiText,Entity_c975160c0feefce862b96b012f97bbcbb7e679c5800860dd82c8a01c4d873c1d,孤鸯装置-音,Mourning Aix device: Noise,Thiết Bị Cô Ương - Âm
lang_multi_text.db,MultiText,Entity_c98a76e24e97f92a0948ef5df983b3b1a7e5d7dda1b5f50ac7696148c7a2e6bb,迪拉瓦,Thilawa,Thilawa
lang_multi_text.db,MultiText,Entity_c98fc39391d4d458adcca2a9b3c8d2320e5c611d4f3b8bb3d9f465a3221c1656,被困的研究员,,Nhà nghiên cứu bị mắc kẹt
lang_multi_text.db,MultiText,Entity_c9a7a2eb91d9df374bd0b0ecb3ba1daabe632b23dd246b10c79696da70a97c52,苦信者的作俑,Devotee's Flesh,Huyết Nhục Kẻ Khổ Tín
lang_multi_text.db,MultiText,Entity_c9a9cb79e9fd223fcbce97c8bdcc9aa064fd7e8f3a5953f5e3b11f7df58a53ff,奥莲娜,Olenna,Olenna
lang_multi_text.db,MultiText,Entity_c9b58fbc68943a363832b5070513a4f11abcc210deb18cd91c0a243bc32ed6c8,锁链,Chain,Xiềng Xích
lang_multi_text.db,MultiText,Entity_c9b7ce901e5942e773165d1af9deede78394fc990bb3831e5d39084d79410c93,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,Entity_c9bc167e8d937a92abd3cf04f7287b020a7401d60c5a5c609c17131a26fce5d7,普罗斯,Prinzhorn,Prinzhorn
lang_multi_text.db,MultiText,Entity_c9c5cecafcb588672851a67b161e642f11595382706aa7e45a55e081a298348f,绿熔蜥,Viridblaze Saurian,Thằn Lằn Lục Dung
lang_multi_text.db,MultiText,Entity_c9d8baa6332e42e80c904aba82fa2dda704e40d9afe2d655386af10c3cb7698e,测试文本,,Văn bản thử nghiệm
lang_multi_text.db,MultiText,Entity_c9da455e48a7eec635c0f019ec55188f71579664e0afa4e362dd7dfbee02c6a8,奉上胜利,Offer victory,Dâng hiến chiến thắng
lang_multi_text.db,MultiText,Entity_c9de9f39eddef836fa8042a259cd6322f98fa9a78236b9e38804152558190e43,齐贤,Qixian,Tề Hiền
lang_multi_text.db,MultiText,Entity_c9e076a8a90e1db3f54f0c6c0bb8fe3df7e23a371413a5f7d473f49b611dec40,斯万,Svanar,Svanar
lang_multi_text.db,MultiText,Entity_c9e8e9951c6f3484f8c7e033ba61afbcc73f35d95be014a6b42231a0ddffc698,韦尔,Will,Will
lang_multi_text.db,MultiText,Entity_ca0fce2e256f1ee834b32d3dcff2fe64aa540c5c6186e3b995431c98d00b1fba,泽拉,Zela,Zela
lang_multi_text.db,MultiText,Entity_ca28bed38008ff9fc726961e37a888d4e391a75ff65df17b08d531691881f530,格奥尔格,Giorg,Giorg
lang_multi_text.db,MultiText,Entity_ca2c561ff6bca7889aec1c8b224eac14c54a5ef9b944dcb684919461eddb2db8,收音机,Radio,Radio
lang_multi_text.db,MultiText,Entity_ca303e6a0ed22e5bd66c4c42afff9a6ea087aafecd75f4b5e1ac7ddbbde7040c,菲娅玛,Fianna,Fianna
lang_multi_text.db,MultiText,Entity_ca43b2efa9b4c1f6a3fc9573107b9b4c8c74b94ac1023f71a547b35fa76b8fd4,dnt/激光门场景子弹,,dnt/Đạn cảnh cửa laser
lang_multi_text.db,MultiText,Entity_ca48546f07c43c7d3c1d94b1404faad0ff563aa0d59d8de1ed54b953a4517d1b,铁掌,Ferripaws,Ferripaws
lang_multi_text.db,MultiText,Entity_ca52f4de445b878242e802da6542753c8809dfed79bfd91152da65e4e96c4b37,保罗,Paolo,Paolo
lang_multi_text.db,MultiText,Entity_ca5ee7eb77705d1236444874b99a6c81a01c87dcffc870ec3dc5c1a2fd486b45,敲敲车窗,Knock on the window,Gõ cửa kính xe
