db_file,table_name,id,zh,en,vi
lang_multi_text.db,MultiText,ResonantChain_199_AttributesDescription,施放共鸣技能<color=Highlight>谐律速奏</color>时，夏空获得免疫打断的效果，持续{0}秒；施放普攻时，夏空的攻击提升{1}，持续{2}秒。,Casting Resonance Skill <color=Highlight>Harmonic Allegro</color> grants Ciaccona immunity to interruption for {0}s. Casting Basic Attack increases Ciaccona's ATK by {1} for {2}s.,"Khi thi triển Kỹ Năng Cộng Hưởng <color=Highlight>Hài Luật Tốc Tấu</color>, Ciaccona nhận hiệu quả miễn nhiễm gián đoạn, duy trì {0} giây; khi thi triển Đánh Thường, tấn công của Ciaccona tăng {1}, duy trì {2} giây."
lang_multi_text.db,MultiText,ResonantChain_199_NodeName,故风的吟游序曲,Where Wind Sings,Khúc Dạo Đầu Của Gió Xưa
lang_multi_text.db,MultiText,ResonantChain_200_AttributesDescription,共鸣解放<color=Highlight>歌者的三重华彩</color>持续期间队伍中的角色气动伤害加成提升{0}。,"During Resonance Liberation <color=Highlight>Singer's Triple Cadenza</color>, Resonators in the team gain {0} Aero DMG Bonus.","Trong thời gian duy trì Giải Phóng Cộng Hưởng <color=Highlight>Tam Trọng Hoa Thái Của Ca Giả</color>, tăng {0} Sát Thương Khí Động cho nhân vật trong đội."
lang_multi_text.db,MultiText,ResonantChain_200_NodeIndex,共鸣2-4,Resonance 2-4,Cộng Hưởng 2-4
lang_multi_text.db,MultiText,ResonantChain_200_NodeName,四季的连奏之音,Song of the Four Seasons,Bản Liên Tấu Của Bốn Mùa
lang_multi_text.db,MultiText,ResonantChain_201_AttributesDescription,施放<color=Highlight>普攻第4段</color>时可额外获得{0}格【<te href=850061>音律</te>】；共鸣技能<color=Highlight>谐律速奏</color>可使用次数增加1次。,"Casting <color=Highlight>Basic Attack Stage 4</color> additionally grants <SapTag=0>{0}</SapTag> {Cus:Sap,S=segment P=segments SapTag=0} of <te href=850061>Musical Essence</te>. Resonance Skill <color=Highlight>Harmonic Allegro</color> gains 1 more charge.",Khi thi triển <color=Highlight>Đánh Thường Đoạn 4</color> sẽ nhận thêm {0} ô [<te href=850061>Âm Luật</te>]; số lần sử dụng Kỹ Năng Cộng Hưởng <color=Highlight>Hài Luật Tốc Tấu</color> tăng thêm 1 lần.
lang_multi_text.db,MultiText,ResonantChain_201_NodeName,星烁此时的即兴演奏,Starlit Improv,Ngẫu Hứng Lúc Sao Sa
lang_multi_text.db,MultiText,ResonantChain_202_AttributesDescription,"夏空重击<color=Highlight>四拍重奏</color>造成伤害时无视敌人{0}的防御；
夏空造成共鸣解放伤害时无视敌人{0}的防御。","Ciaccona ignores {0} of the targets' DEF when dealing damage with Heavy Attack <color=Highlight>Quadruple Downbeat</color>;
Ciaccona ignores {0} of the targets' DEF when dealing Resonance Liberation DMG.","Khi Đánh Mạnh <color=Highlight>Tứ Phách Trọng Tấu</color> của Ciaccona gây sát thương sẽ bỏ qua {0} phòng ngự của kẻ địch;
Khi Ciaccona gây sát thương Giải Phóng Cộng Hưởng sẽ bỏ qua {0} phòng ngự của kẻ địch."
lang_multi_text.db,MultiText,ResonantChain_202_NodeName,托卡塔与赋格,Toccata and Fugue,Toccata Và Fugue
lang_multi_text.db,MultiText,ResonantChain_203_AttributesDescription,"夏空共鸣解放伤害加成提升{0}；
夏空共鸣解放<color=Highlight>歌者的三重华彩</color>附近范围内的角色受到的伤害降低{1}。","Gain {0} Resonance Liberation DMG Bonus;
DMG taken by Resonators within and around the range of Resonance Liberation <color=Highlight>Singer's Triple Cadenza</color> is reduced by {1}.","Tăng {0} sát thương Giải Phóng Cộng Hưởng của Ciaccona;
Giảm {1} sát thương phải chịu cho nhân vật trong phạm vi gần Giải Phóng Cộng Hưởng <color=Highlight>Tam Trọng Hoa Thái Của Ca Giả</color> của Ciaccona."
