db_file,table_name,id,zh,en,vi
lang_multi_text.db,MultiText,Guide_BWHC_3_27,而且，虽然烹饪什么的我不太在行，但这方子里的东西量少类多，什么都沾一点，比起料理更像是药膳或杂烩吧？,"I’m not good at cooking, but this recipe looks like it could be a medicinal cuisine or a chowder because it has many different ingredients in small amounts. What’s your take?","Hơn nữa, tuy nấu nướng tôi không rành lắm, nhưng đồ trong công thức này lượng ít loại nhiều, cái gì cũng dính một tí, so với món ăn thì giống dược thiện hay món thập cẩm hơn nhỉ?"
lang_multi_text.db,MultiText,Guide_BWHC_3_28,难道是我们找错了方向？,Are we looking in the wrong direction?,Lẽ nào chúng ta tìm sai hướng rồi?
lang_multi_text.db,MultiText,Guide_BWHC_3_29,有可能，药膳……有了！我们可以去药店问问蔻蔻！我记得她也很爱研究食补方子的，说不定知道。,"Maybe...? I got it! If it’s a medicinal recipe, we can go ask Koko at Shifang Pharmacy! She’s all about that medicinal recipe life, so she might just have the hookup.","Có khả năng, dược thiện... Có rồi! Chúng ta có thể đến tiệm thuốc hỏi Koko! Tôi nhớ cô ấy cũng rất thích nghiên cứu công thức tẩm bổ, biết đâu lại biết."
lang_multi_text.db,MultiText,Guide_BWHC_3_30,谢谢启发！马和叔，已有的这些总共多少，我按市价给你！,"Thanks for the inspiration! Uncle Mahe, how much are these ingredients? I’ll cover the bill.","Cảm ơn gợi ý! Chú Mã Hòa, chỗ này tổng cộng bao nhiêu, cháu trả theo giá thị trường cho chú!"
lang_multi_text.db,MultiText,Guide_BWHC_3_31,不用，平常都是你来帮我，这点东西不算什么，我免费送你。而且……我对攀花，呃，攀花要做的这个也挺感兴趣的，真要做成了，不知道能不能讨上一碗？,"Hey, they’re free. You’ve been an enormous help, and I appreciate it. Plus, I have a thing for Panhua... er, for what Panhua wants to make. Count me in for a taste, alright?","Không cần, bình thường đều là cháu giúp chú, chút đồ này có đáng là bao, chú tặng cháu miễn phí. Hơn nữa... chú đối với Bàn Hoa, ừm, với cái món Bàn Hoa định làm cũng khá hứng thú, nếu làm xong thật, không biết có thể xin một bát không?"
lang_multi_text.db,MultiText,Guide_BWHC_3_32,包在我身上，真要做出来，少不了给你送一份！,"You betcha! If Auntie Panhua whips this up, you’re getting a front-row seat to taste it!","Cứ giao cho cháu, nếu làm xong thật, chắc chắn sẽ mang biếu chú một phần!"
lang_multi_text.db,MultiText,Guide_BWHC_4_1,不知不觉，都带着{PlayerName}从美食街跑到这了，你应该还没这样在城里逛过吧？,"We’ve covered more ground from Gourmet Street to here. Bet you haven’t had many city strolls like this before, huh?","Bất tri bất giác, đã dẫn {PlayerName} chạy từ phố ẩm thực đến đây rồi, chắc bạn chưa từng dạo quanh thành phố như thế này đúng không?"
lang_multi_text.db,MultiText,Guide_BWHC_4_2,也好，就当是和我一起感受下今州城吧？这一片离商业街近，有意思的东西也更多。,"Even though it’s a bit of a trek, I’m thrilled to show you around my hometown. We’re nearing the Main Street, where things get even more interesting.","Cũng tốt, coi như cùng tôi cảm nhận thành Kim Châu đi? Khu này gần phố thương mại, đồ thú vị cũng nhiều hơn."
lang_multi_text.db,MultiText,Guide_BWHC_5_1,你好，有什么要买的……咦？炽霞姐？,"Hello there, how can I help...? Oh, Ms. Chixia?","Xin chào, quý khách muốn mua gì... Ơ? Chị Chixia?"
lang_multi_text.db,MultiText,Guide_BWHC_5_2,你怎么来了，是帮别人取药，还是自己生病了？受伤了？治疗过了吗？需要什么药剂吗？,"What brought you here? Picking up medicine for someone else, or feeling under the weather? Any injuries? Have you seen a doctor? Need any prescriptions?","Sao chị lại đến đây, là lấy thuốc giúp người khác, hay bản thân bị ốm? Bị thương à? Đã chữa trị chưa? Cần thuốc gì không?"
