db_file,table_name,id,zh,en,vi
lang_multi_text.db,MultiText,ChatExpression_140_Name,咔嚓嚓嗨,Snip Snap Hi,Tách tách hi
lang_multi_text.db,MultiText,ChatExpression_141_Name,阿嗞嗞嗨,Zig Zag Hi,Xẹt xẹt hi
lang_multi_text.db,MultiText,ChatExpression_142_Name,呜咔咔嗨,Tick Tack Hi,Tích tắc hi
lang_multi_text.db,MultiText,ChatExpression_143_Name,震惊,Shocked,Sốc
lang_multi_text.db,MultiText,ChatExpression_144_Name,馋,Hungry,Thèm quá
lang_multi_text.db,MultiText,ChatExpression_145_Name,好吃,Delicious,Ngon quá
lang_multi_text.db,MultiText,ChatExpression_146_Name,好饱,Tummy Full,No căng
lang_multi_text.db,MultiText,ChatExpression_147_Name,你好,Hello!,Xin chào
lang_multi_text.db,MultiText,ChatExpression_148_Name,不听不听,Hear No Evil,Không nghe
lang_multi_text.db,MultiText,ChatExpression_149_Name,偷听,Eavesdropping,Nghe lén
lang_multi_text.db,MultiText,ChatExpression_150_Name,尴尬,Awkward,Ngại quá
lang_multi_text.db,MultiText,ChatExpression_151_Name,嘿嘿,Ehehe!,Hê hê
lang_multi_text.db,MultiText,ChatExpression_152_Name,晕倒,Pass Out,Ngất xỉu
lang_multi_text.db,MultiText,ChatExpression_153_Name,睡,Sleepy,Buồn ngủ
lang_multi_text.db,MultiText,ChatExpression_154_Name,醒了,Awake,Tỉnh dậy
lang_multi_text.db,MultiText,ChatExpression_155_Name,喜欢,Kudos,Thích
lang_multi_text.db,MultiText,ChatExpression_156_Name,哭,Boo-hoo,Khóc
lang_multi_text.db,MultiText,ChatExpression_157_Name,哼,Hmph!,Hừ
lang_multi_text.db,MultiText,ChatExpression_158_Name,干杯,Cheers,Cụng ly
lang_multi_text.db,MultiText,ChatExpression_159_Name,点赞,Like,Like
lang_multi_text.db,MultiText,ChatExpression_160_Name,送花,Send Flowers,Tặng hoa
lang_multi_text.db,MultiText,ChatExpression_161_Name,许愿,Wish,Cầu nguyện
lang_multi_text.db,MultiText,ChatExpression_162_Name,打call,Cheer,Cổ vũ
lang_multi_text.db,MultiText,ChatExpression_163_Name,摸摸头,Headpat,Xoa đầu
lang_multi_text.db,MultiText,ChatExpression_164_Name,伸懒腰,Stretch,Vươn vai
lang_multi_text.db,MultiText,ChatExpression_165_Name,思考,Thinking,Suy nghĩ
lang_multi_text.db,MultiText,ChatExpression_166_Name,生气,Angry,Tức giận
lang_multi_text.db,MultiText,ChatExpression_167_Name,鞠躬,Bow,Cúi chào
lang_multi_text.db,MultiText,ChatExpression_168_Name,掉眼泪,Sob,Rơi lệ
lang_multi_text.db,MultiText,ChatExpression_169_Name,贴贴,Cuddle,Cọ cọ
lang_multi_text.db,MultiText,ChatExpression_170_Name,拍拍,Pat,Vỗ về
lang_multi_text.db,MultiText,ChatExpression_171_Name,凝视,Stare,Nhìn trừng trừng
lang_multi_text.db,MultiText,ChatExpression_172_Name,探头,Peekaboo,Thò đầu
lang_multi_text.db,MultiText,ChatExpression_173_Name,抱头痛哭,Panic,Ôm đầu khóc
lang_multi_text.db,MultiText,ChatExpression_174_Name,举高高,Upsy-daisy,Công kênh
