db_file,table_name,id,zh,en,vi
lang_multi_text.db,MultiText,Text_RoleSkillLevel_Text,升级后效果,Next Level,Hiệu quả sau khi nâng cấp
lang_multi_text.db,MultiText,Text_RoleSortAttack_Text,攻击力顺序,Sort by ATK,Sắp xếp theo tấn công
lang_multi_text.db,MultiText,Text_RoleSortCreateTime_Text,获取顺序,Sort By Date Acquired,Sắp xếp theo ngày nhận
lang_multi_text.db,MultiText,Text_RoleSortDefense_Text,防御力顺序,Sort by DEF,Sắp xếp theo phòng thủ
lang_multi_text.db,MultiText,Text_RoleSortLevel_Text,等级顺序,Sort By Level,Sắp xếp theo cấp độ
lang_multi_text.db,MultiText,Text_RoleSortLifeLimit_Text,生命值上限顺序,Sort By Max HP,Sắp xếp theo HP tối đa
lang_multi_text.db,MultiText,Text_RoleSortQuality_Text,稀有度顺序,Sort By Rarity,Sắp xếp theo độ hiếm
lang_multi_text.db,MultiText,Text_RoleSortResonance_Text,共鸣顺序,Sort By Resonance,Sắp xếp theo cộng hưởng
lang_multi_text.db,MultiText,Text_RoleTryOut_Text,试用角色不会在共鸣者界面显示,Trial Characters will not be displayed in the Resonator interface.,Nhân vật dùng thử sẽ không hiển thị trong giao diện Cộng Hưởng Giả
lang_multi_text.db,MultiText,Text_RoleWaitResonActive_Text,(待激活),(Awaiting activation),(Chờ kích hoạt)
lang_multi_text.db,MultiText,Text_SameRole_Text,相同角色无法同时出战,The same character cannot fight at the same time,Nhân vật giống nhau không thể cùng xuất chiến
lang_multi_text.db,MultiText,Text_SeasonLimitText_Text,{0}后结算可获得探索奖励,"After {0}, you can get the exploration reward",Sau {0} tổng kết sẽ nhận thưởng khám phá
lang_multi_text.db,MultiText,Text_Second_Text,秒,s,giây
lang_multi_text.db,MultiText,Text_SelectChatNoFriendText_Text,您还不是对方的好友，暂时无法发送消息。,You are not in this Rover's friend list,"Bạn chưa kết bạn với người này, tạm thời không thể gửi tin nhắn."
lang_multi_text.db,MultiText,Text_SelectDeliverItem_Text,请选择交付物品,Select items to deliver,Vui lòng chọn vật phẩm giao nộp
lang_multi_text.db,MultiText,Text_Selected_Text,选择食材放入,Choose the Ingredient to put in,Chọn nguyên liệu bỏ vào
lang_multi_text.db,MultiText,Text_SelectGiftItem_Text,请选择{0}个物品,Please select {0} items,Vui lòng chọn {0} vật phẩm
lang_multi_text.db,MultiText,Text_SelectMaterial_Text,选择材料,Select materials,Chọn nguyên liệu
lang_multi_text.db,MultiText,Text_SelectRewardFromPool_Text,从下方奖励中选择{0}种({1}/{2}),Choose {0} kind(s) from the rewards below ({1}/{2}),Chọn {0} loại từ phần thưởng bên dưới ({1}/{2})
lang_multi_text.db,MultiText,Text_SendFriendApply_Text,成功发送好友申请,Friend Request Sent,Gửi lời mời kết bạn thành công
lang_multi_text.db,MultiText,Text_SetBirthCanNotChange_Text,"设置生日后将不可修改
每年可以获得一份生日祝福","You cannot edit your birthday once it is set.
You can receive one Birthday Blessing per year.","Sau khi đặt sinh nhật sẽ không thể sửa đổi
Mỗi năm có thể nhận một phần quà chúc mừng sinh nhật"
lang_multi_text.db,MultiText,Text_SetBirthSuccess_Text,设置生日成功,Success,Đặt sinh nhật thành công
lang_multi_text.db,MultiText,Text_SetName_Text,设置漂泊者名字,Edit Name,Đặt tên Lữ Khách
lang_multi_text.db,MultiText,Text_SetNameSuccess_Text,设置名字成功,Success,Đặt tên thành công
lang_multi_text.db,MultiText,Text_SetPersonalData_Text,漂泊者信息,Profile,Thông tin Lữ Khách
lang_multi_text.db,MultiText,Text_SetSign_Text,设置签名,Edit Bio,Đặt chữ ký
lang_multi_text.db,MultiText,Text_SetSignSuccess_Text,设置签名成功,Success,Đặt chữ ký thành công
lang_multi_text.db,MultiText,Text_SettingLoadFluid_text,当前设置负载：<color=#a4e058>流畅</color>,Current Setup Load: <color=#a4e058>Smooth</color>,Tải cài đặt hiện tại: <color=#a4e058>Mượt mà</color>
lang_multi_text.db,MultiText,Text_SettingLoadLaggy_text,当前设置负载：<color=#f6b065>卡顿</color>,Current Setup Load: <color=#f6b065>Laggy</color>,Tải cài đặt hiện tại: <color=#f6b065>Giật lag</color>
lang_multi_text.db,MultiText,Text_SettingLoadOver_text,当前设置负载：<color=#f66d6d>过载</color>,Current Setup Load: <color=#f66d6d>Overloaded</color>,Tải cài đặt hiện tại: <color=#f66d6d>Quá tải</color>
lang_multi_text.db,MultiText,Text_SetupText_Text,设置,Setting,Cài đặt
lang_multi_text.db,MultiText,Text_Seven_Text,七,VII,Bảy
lang_multi_text.db,MultiText,Text_She_Text,她,She,Cô ấy
lang_multi_text.db,MultiText,Text_Shop_Role_Text,未获得或已达上限,Not Obtained/Max Limit Reached,Chưa nhận hoặc đã đạt giới hạn
lang_multi_text.db,MultiText,Text_ShopDayText_Text,{0}天,{0}d ,{0} ngày
lang_multi_text.db,MultiText,Text_ShopHourText2_Text,{0}小时,{0}h ,{0} giờ
lang_multi_text.db,MultiText,Text_ShopHourText_Text,{0}时,{0}h ,{0} giờ
lang_multi_text.db,MultiText,Text_ShopItemLimitCount_Text,限购{0}/{1},Available {0}/{1},Giới hạn mua {0}/{1}
lang_multi_text.db,MultiText,Text_ShopItemLimitTime1_Text,{0}天,{0}d ,{0} ngày
lang_multi_text.db,MultiText,Text_ShopItemLimitTime2_Text,{0}小时{1}分,{0}h {1}m,{0} giờ {1} phút
lang_multi_text.db,MultiText,Text_ShopItemSoldOut_Text,已售罄,Sold out,Đã bán hết
lang_multi_text.db,MultiText,Text_ShopItemTimeOut_Text,已过期,Expired,Đã hết hạn
lang_multi_text.db,MultiText,Text_ShopLockTime1_Text,{0}天后解锁,Unlock after {0} days,Mở khóa sau {0} ngày
lang_multi_text.db,MultiText,Text_ShopLockTime2_Text,{0}时后解锁,Unlock after {0}h,Mở khóa sau {0} giờ
lang_multi_text.db,MultiText,Text_ShopLockTime3_Text,{0}分后解锁,Unlock after {0}m,Mở khóa sau {0} phút
lang_multi_text.db,MultiText,Text_ShopLockTime4_Text,{0}秒后解锁,Unlock after {0}s,Mở khóa sau {0} giây
lang_multi_text.db,MultiText,Text_ShopMinuteText2_Text,{0}分钟,{0}m,{0} phút
lang_multi_text.db,MultiText,Text_ShopMinuteText_Text,{0}分,{0}m,{0} phút
lang_multi_text.db,MultiText,Text_ShopMonthText_Text,{0}月,{0} months,{0} tháng
lang_multi_text.db,MultiText,Text_ShopNotOpenTip_Text,{0}未开启,{0} not open,{0} chưa mở
lang_multi_text.db,MultiText,Text_ShopResourceNotEnough_Text,{0}不足,{0} not enough,{0} không đủ
lang_multi_text.db,MultiText,Text_ShopSecondText_Text,{0}秒,{0}s,{0} giây
lang_multi_text.db,MultiText,Text_ShopTimeStr1_Text,{0}天{1}小时,{0}d {1}h,{0} ngày {1} giờ
lang_multi_text.db,MultiText,Text_ShopTimeStr2_Text,{0}小时{1}分,{0}h {1}m,{0} giờ {1} phút
lang_multi_text.db,MultiText,Text_ShopTimeStr3_Text,{0}分,{0}m,{0} phút
lang_multi_text.db,MultiText,Text_ShopTimeStr4_Text,{0}秒,{0}s,{0} giây
lang_multi_text.db,MultiText,Text_ShopWeaponLevelText_Text,等级{0}/{1},Level: {0}/{1},Cấp {0}/{1}
lang_multi_text.db,MultiText,Text_ShopWeekText_Text,{0}周,{0} Week,{0} tuần
lang_multi_text.db,MultiText,Text_ShowCount_Text,x{0},x{0},x{0}
lang_multi_text.db,MultiText,Text_SignalDeviceDescriptionText,连接相同颜色的译码完成破译,Complete the decryption by connecting the same color,Nối các mã cùng màu để hoàn thành giải mã
lang_multi_text.db,MultiText,Text_SignalDeviceResetText,重置,Reset,Đặt lại
lang_multi_text.db,MultiText,Text_SignalDeviceTitleText,信号终端,Signals Console,Thiết Bị Tín Hiệu
lang_multi_text.db,MultiText,Text_SignalMusicFailTips2_text,未能匹配全部信息，把握好节奏，再试试吧！,Failed to match all information. Feel the rhythm and try again!,"Không khớp được toàn bộ thông tin, hãy bắt đúng nhịp và thử lại nhé!"
lang_multi_text.db,MultiText,Text_SignalMusicFailTips_text,匹配超时,Matching timed out,Quá thời gian khớp
