db_file,table_name,id,zh,en,vi
lang_multi_text.db,MultiText,SkillTree_91_PropertyNodeTitle,攻击提升,ATK+,Tăng tấn công
lang_multi_text.db,MultiText,SkillTree_92_PropertyNodeDescribe,热熔伤害加成提升{0},Fusion DMG Bonus increased by {0}.,Sát thương Hỏa Liệt tăng {0}
lang_multi_text.db,MultiText,SkillTree_92_PropertyNodeTitle,热熔伤害加成提升,Fusion DMG Bonus+,Tăng sát thương Hỏa Liệt
lang_multi_text.db,MultiText,SkillTree_93_PropertyNodeDescribe,热熔伤害加成提升{0},Fusion DMG Bonus increased by {0}.,Sát thương Hỏa Liệt tăng {0}
lang_multi_text.db,MultiText,SkillTree_93_PropertyNodeTitle,热熔伤害加成提升,Fusion DMG Bonus+,Tăng sát thương Hỏa Liệt
lang_multi_text.db,MultiText,SkillTree_94_PropertyNodeDescribe,攻击提升{0},ATK increased by {0}.,Tấn công tăng {0}
lang_multi_text.db,MultiText,SkillTree_94_PropertyNodeTitle,攻击提升,ATK+,Tăng tấn công
lang_multi_text.db,MultiText,SkillTree_95_PropertyNodeDescribe,攻击提升{0},ATK increased by {0}.,Tấn công tăng {0}
lang_multi_text.db,MultiText,SkillTree_95_PropertyNodeTitle,攻击提升,ATK+,Tăng tấn công
lang_multi_text.db,MultiText,SkillTree_96_PropertyNodeDescribe,热熔伤害加成提升{0},Fusion DMG Bonus increased by {0}.,Sát thương Hỏa Liệt tăng {0}
lang_multi_text.db,MultiText,SkillTree_96_PropertyNodeTitle,热熔伤害加成提升,Fusion DMG Bonus+,Tăng sát thương Hỏa Liệt
lang_multi_text.db,MultiText,SkillTree_105_PropertyNodeDescribe,暴击伤害提升{0},Crit. DMG increased by {0}.,Sát thương bạo kích tăng {0}
lang_multi_text.db,MultiText,SkillTree_105_PropertyNodeTitle,暴击伤害提升,Crit. DMG+,Tăng sát thương bạo kích
lang_multi_text.db,MultiText,SkillTree_106_PropertyNodeDescribe,攻击提升{0},ATK increased by {0}.,Tấn công tăng {0}
lang_multi_text.db,MultiText,SkillTree_106_PropertyNodeTitle,攻击提升,ATK+,Tăng tấn công
lang_multi_text.db,MultiText,SkillTree_107_PropertyNodeDescribe,攻击提升{0},ATK increased by {0}.,Tấn công tăng {0}
lang_multi_text.db,MultiText,SkillTree_107_PropertyNodeTitle,攻击提升,ATK+,Tăng tấn công
lang_multi_text.db,MultiText,SkillTree_108_PropertyNodeDescribe,暴击伤害提升{0},Crit. DMG increased by {0}.,Sát thương bạo kích tăng {0}
lang_multi_text.db,MultiText,SkillTree_108_PropertyNodeTitle,暴击伤害提升,Crit. DMG+,Tăng sát thương bạo kích
lang_multi_text.db,MultiText,SkillTree_109_PropertyNodeDescribe,暴击伤害提升{0},Crit. DMG increased by {0}.,Sát thương bạo kích tăng {0}
lang_multi_text.db,MultiText,SkillTree_109_PropertyNodeTitle,暴击伤害提升,Crit. DMG+,Tăng sát thương bạo kích
lang_multi_text.db,MultiText,SkillTree_110_PropertyNodeDescribe,攻击提升{0},ATK increased by {0}.,Tấn công tăng {0}
lang_multi_text.db,MultiText,SkillTree_110_PropertyNodeTitle,攻击提升,ATK+,Tăng tấn công
lang_multi_text.db,MultiText,SkillTree_111_PropertyNodeDescribe,攻击提升{0},ATK increased by {0}.,Tấn công tăng {0}
lang_multi_text.db,MultiText,SkillTree_111_PropertyNodeTitle,攻击提升,ATK+,Tăng tấn công
lang_multi_text.db,MultiText,SkillTree_112_PropertyNodeDescribe,暴击伤害提升{0},Crit. DMG increased by {0}.,Sát thương bạo kích tăng {0}
lang_multi_text.db,MultiText,SkillTree_112_PropertyNodeTitle,暴击伤害提升,Crit. DMG+,Tăng sát thương bạo kích
lang_multi_text.db,MultiText,SkillTree_121_PropertyNodeDescribe,暴击提升{0},Crit. Rate increased by {0}.,Bạo kích tăng {0}
lang_multi_text.db,MultiText,SkillTree_121_PropertyNodeTitle,暴击提升,Crit. Rate+,Tăng bạo kích
lang_multi_text.db,MultiText,SkillTree_122_PropertyNodeDescribe,攻击提升{0},ATK increased by {0}.,Tấn công tăng {0}
lang_multi_text.db,MultiText,SkillTree_122_PropertyNodeTitle,攻击提升,ATK+,Tăng tấn công
lang_multi_text.db,MultiText,SkillTree_123_PropertyNodeDescribe,攻击提升{0},ATK increased by {0}.,Tấn công tăng {0}
lang_multi_text.db,MultiText,SkillTree_123_PropertyNodeTitle,攻击提升,ATK+,Tăng tấn công
lang_multi_text.db,MultiText,SkillTree_124_PropertyNodeDescribe,暴击提升{0},Crit. Rate increased by {0}.,Bạo kích tăng {0}
lang_multi_text.db,MultiText,SkillTree_124_PropertyNodeTitle,暴击提升,Crit. Rate+,Tăng Bạo Kích
lang_multi_text.db,MultiText,SkillTree_125_PropertyNodeDescribe,暴击提升{0},Crit. Rate increased by {0}.,Tăng Bạo Kích {0}
