db_file,table_name,id,zh,en,vi
lang_multi_text.db,MultiText,Speaker_250_Name,敏月,Minyue,Mẫn Nguyệt
lang_multi_text.db,MultiText,Speaker_252_Name,天胡,Tianhu,Thiên Hồ
lang_multi_text.db,MultiText,Speaker_253_Name,清凝,Qingning,Thanh Ngưng
lang_multi_text.db,MultiText,Speaker_254_Name,柏松,Baisong,Bách Tùng
lang_multi_text.db,MultiText,Speaker_254_Title,「今州书院」老师,Jinzhou Institute Teacher,"Giáo viên ""Học Viện Kim Châu"""
lang_multi_text.db,MultiText,Speaker_255_Name,欣欣,Xinxin,Hân Hân
lang_multi_text.db,MultiText,Speaker_256_Name,黎叔,Uncle Li,Chú Lê
lang_multi_text.db,MultiText,Speaker_257_Name,未知信号的记录,Record of Unknown Signals,Ghi chép tín hiệu không xác định
lang_multi_text.db,MultiText,Speaker_258_Name,齐贤,Qixian,Tề Hiền
lang_multi_text.db,MultiText,Speaker_261_Name,鑫乐,Xinle,Hâm Nhạc
lang_multi_text.db,MultiText,Speaker_262_Name,刘老六,Liu Laoliu,Lưu Lão Lục
lang_multi_text.db,MultiText,Speaker_263_Name,明彩,Mingcai,Minh Thái
lang_multi_text.db,MultiText,Speaker_264_Name,蔚舒,Weishu,Úy Thư
lang_multi_text.db,MultiText,Speaker_267_Name,奇怪的路人,Strange Passerby,Người qua đường kỳ lạ
lang_multi_text.db,MultiText,Speaker_274_Name,龙主,Magistrate,Tuế Chủ
lang_multi_text.db,MultiText,Speaker_280_Name,舒云,Shuyun,Thư Vân
lang_multi_text.db,MultiText,Speaker_281_Name,祝遥,Zhuyao,Chúc Dao
lang_multi_text.db,MultiText,Speaker_282_Name,阳舟,Yangzhou,Dương Chu
lang_multi_text.db,MultiText,Speaker_283_Name,秋艳,Qiuyan,Thu Diễm
lang_multi_text.db,MultiText,Speaker_284_Name,谢伯,Uncle Xie,Bác Tạ
lang_multi_text.db,MultiText,Speaker_285_Name,阿松,Song,A Tùng
lang_multi_text.db,MultiText,Speaker_286_Name,二珍,Erzhen,Nhị Trân
lang_multi_text.db,MultiText,Speaker_288_Name,我,Rover,Tôi
lang_multi_text.db,MultiText,Speaker_289_Name,唤星,Huanxing,Hoán Tinh
lang_multi_text.db,MultiText,Speaker_290_Name,舒鸿,Shuhong,Thư Hồng
lang_multi_text.db,MultiText,Speaker_291_Name,莫名的声音3,Inexplicable Voice III,Giọng nói lạ 3
lang_multi_text.db,MultiText,Speaker_294_Name,莫名的声音2,Inexplicable Voice II,Giọng nói lạ 2
lang_multi_text.db,MultiText,Speaker_295_Name,莫名的声音1,Inexplicable Voice I,Giọng nói lạ 1
lang_multi_text.db,MultiText,Speaker_297_Name,莫名的声音4,Inexplicable Voice IV,Giọng nói lạ 4
lang_multi_text.db,MultiText,Speaker_298_Name,神秘人乙,Mystery Man II,Người bí ẩn B
lang_multi_text.db,MultiText,Speaker_299_Name,神秘人甲,Mystery Man I,Người bí ẩn A
lang_multi_text.db,MultiText,Speaker_302_Name,小树,Xiaoshu,Tiểu Thụ
lang_multi_text.db,MultiText,Speaker_303_Name,小恒,Xiaoheng,Tiểu Hằng
lang_multi_text.db,MultiText,Speaker_306_Name,彬叔,Uncle Bin,Chú Bân
lang_multi_text.db,MultiText,Speaker_307_Name,安可？,Encore?,Encore?
lang_multi_text.db,MultiText,Speaker_310_Name,追风,Zhuifeng,Truy Phong
lang_multi_text.db,MultiText,Speaker_312_Name,路慎,Lu Shen,Lộ Thận
lang_multi_text.db,MultiText,Speaker_314_Name,绶叶,Shouye,Thụ Diệp
lang_multi_text.db,MultiText,Speaker_317_Name,主角,Protagonist,Nhân vật chính
lang_multi_text.db,MultiText,Speaker_318_Name,1789号,No. 1789,Số 1789
lang_multi_text.db,MultiText,Speaker_319_Name,1793号,No. 1793,Số 1793
lang_multi_text.db,MultiText,Speaker_320_Name,1795号,No. 1795,Số 1795
lang_multi_text.db,MultiText,Speaker_321_Name,石萤,Shiying,Thạch Huỳnh
lang_multi_text.db,MultiText,Speaker_321_Title,「呜呜物流」快递员,Lollo Logistics Courier,"Người giao hàng ""Vận Chuyển Ô Ô"""
lang_multi_text.db,MultiText,Speaker_322_Name,披荆,Pijin,Phi Kinh
lang_multi_text.db,MultiText,Speaker_322_Title,「呜呜物流」领航员,Lollo Logistics Navigator,"Hoa tiêu ""Vận Chuyển Ô Ô"""
lang_multi_text.db,MultiText,Speaker_323_Name,绮梦,Yimeng,Ỷ Mộng
lang_multi_text.db,MultiText,Speaker_324_Name,余烬,Yujin,Dư Tẫn
lang_multi_text.db,MultiText,Speaker_325_Name,流火,Liuhuo,Lưu Hỏa
lang_multi_text.db,MultiText,Speaker_326_Name,女孩,Girl,Cô bé
lang_multi_text.db,MultiText,Speaker_327_Name,天工女性,Female Staff from Ministry of Development,Nữ nhân viên Thiên Công
lang_multi_text.db,MultiText,Speaker_328_Name,阅川,Yuechuan,Duyệt Xuyên
lang_multi_text.db,MultiText,Speaker_330_Name,青棠,Qingtang,Thanh Đường
lang_multi_text.db,MultiText,Speaker_331_Name,油金,Youjin,Du Kim
lang_multi_text.db,MultiText,Speaker_332_Name,螯合众首领,Scorpion Leader,Thủ lĩnh Chúng Ngao Hợp
lang_multi_text.db,MultiText,Speaker_334_Name,工人,Worker,Công nhân
lang_multi_text.db,MultiText,Speaker_335_Name,阿尚,Shang,A Thượng
lang_multi_text.db,MultiText,Speaker_336_Name,小绫,Xiaoling,Tiểu Lăng
lang_multi_text.db,MultiText,Speaker_337_Name,阿一,Yi,A Nhất
lang_multi_text.db,MultiText,Speaker_338_Name,行云,Xingyun,Hành Vân
lang_multi_text.db,MultiText,Speaker_339_Name,书迷A,Book Lover A,Mọt sách A
